n;b1_a;b1_c;b2_a;b2_c
8782;20280;5826;19839;23084;
8783;20245;5793;19904;23117;
8784;20388;5867;19980;23155;
8785;20339;5836;19904;23118;
8786;20189;5769;20031;23184;
8787;20258;5815;19950;23144;
8788;20429;5882;19840;23091;
8789;20367;5856;20103;23227;
8790;20252;5789;19845;23098;
8791;20269;5808;19916;23134;
8792;20297;5820;19840;23099;
8793;20204;5747;19888;23127;
8794;20447;5894;20013;23185;
8795;20192;5754;19967;23163;
8796;20392;5887;19884;23126;
8797;20430;5881;19927;23149;
8798;20374;5868;20038;23210;
8799;20488;5903;19903;23138;
8800;20189;5720;19994;23186;
8801;20266;5806;19879;23131;
8802;20412;5867;20000;23194;
8803;20367;5859;19990;23191;
8804;20351;5844;19916;23154;
8805;20472;5897;20119;23256;
8806;20572;5941;20002;23202;
8807;20235;5769;19982;23193;
8808;20491;5907;19998;23203;
8809;20489;5896;20016;23212;
8810;20387;5856;20108;23260;
8811;20297;5811;20124;23267;
8812;20306;5811;19887;23153;
8813;20378;5852;20018;23218;
8814;20405;5870;20074;23250;
8815;20296;5798;20088;23258;
8816;20381;5854;19932;23180;
8817;20387;5853;20041;23235;
8818;20408;5851;20095;23267;
8819;20502;5914;20102;23271;
8820;20278;5796;20086;23264;
8821;20216;5764;20094;23269;
8822;20459;5873;20183;23312;
8823;20410;5865;19887;23167;
8824;20489;5899;20072;23262;
8825;20508;5923;20014;23234;
8826;20312;5799;20100;23282;
8827;20542;5915;20043;23251;
8828;20433;5863;20119;23290;
8829;20301;5802;20000;23235;
8830;20409;5849;20105;23287;
8831;20486;5916;20137;23306;
8832;20350;5809;20175;23326;
8833;20472;5899;20037;23259;
8834;20439;5869;19912;23198;
8835;20408;5880;20103;23296;
8836;20430;5850;20025;23257;
8837;20504;5906;20018;23254;
8838;20504;5893;20050;23272;
8839;20491;5895;20057;23278;
8840;20322;5781;20006;23251;
8841;20360;5833;20275;23384;
8842;20351;5818;19995;23249;
8843;20527;5900;20269;23393;
8844;20348;5804;20007;23257;
8845;20588;5946;20050;23282;
8846;20442;5856;20124;23317;
8847;20514;5905;19982;23252;
8848;20309;5809;20099;23313;
8849;20631;5962;19972;23250;
8850;20624;5965;20135;23331;
8851;20435;5861;20104;23319;
8852;20482;5896;20146;23340;
8853;20646;5963;20211;23376;
8854;20302;5796;20165;23352;
8855;20409;5849;20071;23311;
8856;20702;6017;20096;23325;
8857;20506;5902;19894;23222;
8858;20382;5815;20120;23339;
8859;20653;5956;20024;23291;
8860;20620;5962;20165;23362;
8861;20382;5826;20090;23327;
8862;20482;5885;20179;23373;
8863;20731;6028;20072;23316;
8864;20520;5902;20172;23373;
8865;20529;5907;20164;23372;
8866;20432;5866;20227;23402;
8867;20574;5924;20066;23322;
8868;20489;5881;20229;23403;
8869;20644;5953;20087;23338;
8870;20481;5886;20120;23356;
8871;20528;5891;20074;23333;
8872;20333;5784;20039;23315;
8873;20577;5933;20205;23401;
8874;20569;5913;20242;23420;
8875;20432;5846;20296;23448;
8876;20530;5894;20203;23406;
8877;20688;5996;20266;23439;
8878;20524;5866;20172;23394;
8879;20529;5885;20200;23406;
8880;20564;5917;20046;23335;
8881;20559;5916;20233;23430;
8882;20622;5928;20079;23353;
8883;20436;5839;20319;23475;
8884;20525;5905;20449;23542;
8885;20603;5941;20253;23445;
8886;20628;5943;20077;23357;
8887;20545;5896;20182;23411;
8888;20581;5921;20126;23384;
8889;20570;5911;20266;23453;
8890;20589;5946;20113;23378;
8891;20431;5839;20134;23395;
8892;20697;5975;20167;23414;
8893;20544;5908;20074;23365;
8894;20587;5913;20243;23448;
8895;20538;5908;20216;23441;
8896;20419;5833;20121;23394;
8897;20591;5926;20231;23451;
8898;20439;5825;20265;23471;
8899;20851;6065;20342;23515;
8900;20683;5967;20079;23381;
8901;20546;5918;20056;23369;
8902;20698;5967;20293;23490;
8903;20451;5832;20241;23463;
8904;20642;5937;20178;23435;
8905;20622;5909;20203;23451;
8906;20771;6009;20363;23529;
8907;20462;5864;20191;23448;
8908;20783;6015;20152;23425;
8909;20609;5931;20046;23378;
8910;20529;5879;20123;23416;
8911;20606;5897;20149;23431;
8912;20611;5935;20190;23451;
8913;20478;5859;20281;23503;
8914;20732;5999;20280;23501;
8915;20548;5884;20297;23512;
8916;20625;5931;20154;23440;
8917;20524;5868;20385;23556;
8918;20715;5972;20430;23581;
8919;20662;5951;20132;23436;
8920;20648;5952;20269;23507;
8921;20836;6039;20133;23440;
8922;20710;5978;20438;23592;
8923;20665;5943;20405;23579;
8924;20574;5876;20350;23550;
8925;20614;5914;20304;23526;
8926;20644;5944;20418;23590;
8927;20775;6001;20301;23530;
8928;20936;6095;20279;23522;
8929;20649;5931;20314;23540;
8930;20891;6042;20263;23520;
8931;20789;6010;20422;23600;
8932;20891;6092;20129;23453;
8933;20450;5838;20460;23619;
8934;20611;5914;20267;23524;
8935;20702;5961;20036;23407;
8936;20744;5974;20242;23517;
8937;20751;5995;20224;23506;
8938;20669;5960;20422;23607;
8939;20739;5985;20185;23491;
8940;20857;6046;20385;23593;
8941;20750;5988;20304;23554;
8942;20765;5994;20480;23644;
8943;20519;5832;20303;23559;
8944;20759;5977;20213;23510;
8945;20787;5987;20283;23549;
8946;20869;6053;20371;23596;
8947;20777;6003;20351;23583;
8948;20708;5956;20420;23624;
8949;20701;5954;20350;23588;
8950;20756;5981;20339;23581;
8951;20793;6013;20449;23644;
8952;20895;6056;20345;23588;
8953;20766;5988;20249;23542;
8954;20860;6038;20401;23621;
8955;20724;5951;20211;23529;
8956;20910;6061;20368;23610;
8957;20930;6070;20401;23627;
8958;20924;6076;20370;23613;
8959;20798;6003;20388;23624;
8960;20724;5931;20242;23553;
8961;20805;5984;20320;23590;
8962;20831;6009;20443;23657;
8963;20957;6087;20382;23630;
8964;20758;5986;20418;23645;
8965;20759;5978;20410;23644;
8966;20790;5978;20344;23612;
8967;20347;5716;20457;23667;
8968;20698;5936;20383;23635;
8969;20768;5970;20459;23674;
8970;20766;5976;20211;23551;
8971;20989;6090;20493;23694;
8972;20737;5956;20502;23697;
8973;20802;5994;20380;23642;
8974;20771;5973;20470;23688;
8975;20959;6084;20420;23664;
8976;20786;5977;20460;23685;
8977;20850;6039;20362;23635;
8978;20854;6026;20580;23748;
8979;20708;5924;20324;23620;
8980;20990;6101;20481;23702;
8981;20803;6003;20460;23690;
8982;20627;5898;20340;23631;
8983;20946;6075;20574;23745;
8984;20934;6070;20313;23619;
8985;20771;5963;20398;23667;
8986;20769;5963;20453;23692;
8987;20994;6096;20385;23665;
8988;20706;5935;20468;23703;
8989;20944;6056;20388;23667;
8990;21126;6170;20293;23623;
8991;20384;5710;20486;23717;
8992;20869;6012;20362;23658;
8993;20942;6069;20484;23722;
8994;20894;6030;20460;23711;
8995;20925;6050;20347;23656;
8996;20901;6022;20487;23727;
8997;20852;6004;20363;23667;
8998;20950;6055;20470;23722;
8999;20937;6050;20393;23686;
9000;21007;6090;20531;23753;
9001;20877;6015;20485;23737;
9002;21065;6122;20460;23725;
9003;20797;5959;20461;23727;
9004;20927;6050;20412;23707;
9005;20969;6085;20475;23733;
9006;20973;6056;20488;23745;
9007;20972;6057;20626;23816;
9008;20828;6000;20474;23735;
9009;20890;6013;20461;23736;
9010;21097;6136;20552;23785;
9011;20643;5879;20534;23771;
9012;20785;5978;20442;23730;
9013;20933;6046;20482;23752;
9014;20919;6046;20540;23784;
9015;21004;6072;20335;23681;
9016;20975;6036;20512;23769;
9017;20974;6064;20546;23787;
9018;21144;6164;20390;23711;
9019;21045;6104;20535;23788;
9020;20512;5754;20452;23748;
9021;20789;5983;20573;23808;
9022;20946;6057;20456;23751;
9023;20890;6013;20575;23809;
9024;20984;6072;20581;23817;
9025;21033;6084;20467;23761;
9026;21026;6092;20564;23813;
9027;20850;6002;20506;23781;
9028;20948;6033;20561;23812;
9029;20964;6066;20389;23726;
9030;21094;6137;20395;23732;
9031;20991;6079;20471;23773;
9032;20954;6045;20554;23816;
9033;21025;6080;20601;23836;
9034;20832;5968;20454;23768;
9035;20973;6054;20393;23740;
9036;20872;6000;20532;23810;
9037;20794;5931;20459;23778;
9038;21017;6081;20597;23846;
9039;21001;6080;20609;23853;
9040;21169;6167;20734;23919;
9041;21046;6093;20620;23861;
9042;21032;6075;20502;23803;
9043;21053;6093;20496;23802;
9044;20886;6014;20608;23861;
9045;20892;6008;20458;23786;
9046;21205;6178;20526;23825;
9047;21077;6102;20674;23897;
9048;21100;6099;20479;23801;
9049;21028;6073;20482;23802;
9050;21024;6080;20632;23884;
9051;21015;6070;20455;23793;
9052;21159;6142;20551;23845;
9053;21074;6122;20394;23765;
9054;20786;5922;20571;23857;
9055;20858;5978;20664;23905;
9056;21110;6117;20600;23874;
9057;20999;6025;20556;23854;
9058;21129;6137;20579;23863;
9059;20857;5937;20621;23888;
9060;21068;6107;20670;23916;
9061;21108;6122;20682;23925;
9062;21197;6152;20431;23800;
9063;21141;6145;20616;23894;
9064;20818;5928;20407;23789;
9065;21065;6098;20647;23912;
9066;21102;6119;20478;23828;
9067;20986;6066;20590;23885;
9068;21097;6121;20804;23994;
9069;21260;6190;20688;23939;
9070;21050;6066;20598;23894;
9071;21271;6193;20684;23939;
9072;21129;6123;20784;23988;
9073;21143;6123;20794;23999;
9074;21233;6157;20764;23987;
9075;21062;6082;20648;23928;
9076;21036;6066;20710;23958;
9077;21128;6118;20630;23921;
9078;21068;6072;20591;23902;
9079;21172;6125;20741;23983;
9080;21044;6072;20732;23976;
9081;21106;6078;20575;23901;
9082;21051;6075;20636;23935;
9083;21035;6056;20640;23932;
9084;21118;6111;20632;23933;
9085;21091;6098;20699;23969;
9086;20995;6021;20562;23900;
9087;21128;6122;20629;23936;
9088;21085;6096;20653;23947;
9089;20929;6006;20668;23958;
9090;21211;6147;20635;23944;
9091;21011;6035;20778;24018;
9092;21084;6073;20711;23985;
9093;21334;6218;20583;23922;
9094;21115;6109;20470;23866;
9095;21070;6054;20517;23892;
9096;21139;6106;20735;23996;
9097;21229;6161;20605;23939;
9098;21206;6153;20617;23941;
9099;21133;6100;20785;24031;
9100;21132;6101;20748;24014;
9101;21090;6081;20738;24011;
9102;21261;6161;20751;24017;
9103;21179;6147;20772;24031;
9104;21179;6119;20715;24003;
9105;21196;6129;20684;23991;
9106;21035;6055;20845;24073;
9107;21331;6238;20700;23998;
9108;21196;6116;20665;23986;
9109;21180;6131;20738;24023;
9110;21132;6101;20793;24048;
9111;21339;6200;20535;23921;
9112;21377;6208;20623;23968;
9113;21107;6067;20768;24045;
9114;21052;6053;20716;24020;
9115;21032;6042;20772;24053;
9116;21201;6129;20891;24112;
9117;21266;6160;20889;24110;
9118;20927;5958;20721;24026;
9119;21086;6079;20629;23981;
9120;21318;6206;20616;23976;
9121;21169;6108;20857;24103;
9122;21196;6109;20729;24036;
9123;20829;5861;20829;24087;
9124;21054;6053;20818;24083;
9125;21240;6165;20781;24065;
9126;21160;6111;20942;24151;
9127;21239;6163;20770;24064;
9128;20781;5855;20672;24019;
9129;21337;6203;20803;24087;
9130;21478;6271;20729;24052;
9131;21263;6142;20821;24099;
9132;21331;6208;20714;24042;
9133;20983;5984;20781;24078;
9134;21314;6193;20815;24100;
9135;21296;6181;20943;24164;
9136;21176;6107;20868;24127;
9137;21279;6155;20699;24048;
9138;21065;6004;20904;24151;
9139;21273;6155;20779;24088;
9140;21388;6217;20751;24079;
9141;21434;6256;20886;24145;
9142;21219;6126;20727;24070;
9143;21178;6089;20611;24010;
9144;21122;6071;20943;24179;
9145;21241;6135;20746;24079;
9146;21360;6204;20812;24116;
9147;21303;6178;20870;24147;
9148;21103;6034;20702;24063;
9149;21247;6146;20891;24162;
9150;21184;6104;20927;24178;
9151;21203;6123;20728;24078;
9152;21382;6196;20898;24169;
9153;21360;6181;20767;24102;
9154;21445;6251;20833;24137;
9155;21330;6185;20959;24205;
9156;21156;6079;20704;24075;
9157;21268;6157;20832;24141;
9158;21208;6076;20763;24109;
9159;21202;6109;20676;24067;
9160;21329;6167;20933;24197;
9161;21379;6201;20737;24099;
9162;21390;6221;20807;24136;
9163;21075;6027;20790;24129;
9164;21424;6217;20755;24112;
9165;21330;6192;20745;24109;
9166;21383;6187;20850;24161;
9167;21246;6141;20760;24124;
9168;21225;6108;20875;24177;
9169;21312;6157;20750;24120;
9170;21429;6235;20907;24200;
9171;21387;6192;20764;24128;
9172;21470;6270;20716;24105;
9173;21135;6044;20897;24200;
9174;21418;6217;20697;24100;
9175;21430;6236;20824;24166;
9176;21412;6196;20936;24223;
9177;21496;6258;20838;24175;
9178;21144;6043;20943;24223;
9179;21321;6170;20901;24209;
9180;21260;6117;20821;24169;
9181;21378;6198;20736;24130;
9182;21489;6256;20945;24237;
9183;21220;6075;20911;24219;
9184;21231;6118;20876;24199;
9185;21540;6279;21032;24287;
9186;21447;6239;21016;24277;
9187;21346;6175;20790;24164;
9188;21065;5972;20779;24162;
9189;21593;6302;20756;24154;
9190;21318;6166;20823;24184;
9191;21246;6134;20883;24215;
9192;21516;6258;20828;24191;
9193;20933;5883;20970;24265;
9194;21554;6290;20902;24227;
9195;21423;6219;20986;24274;
9196;21410;6210;21024;24294;
9197;21312;6147;20908;24241;
9198;20972;5913;20965;24272;
9199;21396;6215;20804;24190;
9200;21509;6243;20912;24248;
9201;21741;6393;20873;24226;
9202;21407;6199;20968;24281;
9203;21146;6032;20937;24261;
9204;21220;6096;20988;24290;
9205;21548;6277;21179;24390;
9206;21323;6136;21006;24303;
9207;21536;6285;20880;24240;
9208;21329;6145;20984;24291;
9209;21485;6244;21007;24306;
9210;21543;6281;21003;24306;
9211;21537;6279;20919;24264;
9212;21497;6254;21055;24333;
9213;21292;6126;21082;24349;
9214;21583;6292;20998;24307;
9215;21461;6221;20923;24273;
9216;21006;5895;21008;24321;
9217;21479;6232;21023;24327;
9218;21302;6123;21074;24357;
9219;21663;6337;21058;24346;
9220;21502;6230;20893;24265;
9221;21569;6268;20887;24265;
9222;21547;6267;21099;24374;
9223;21580;6274;20864;24260;
9224;21573;6302;20962;24309;
9225;21550;6265;20935;24297;
9226;21717;6345;20787;24224;
9227;21596;6287;21165;24413;
9228;21602;6297;20855;24262;
9229;21429;6203;20925;24295;
9230;21585;6268;21124;24399;
9231;21397;6169;20895;24284;
9232;21664;6318;20831;24254;
9233;21519;6242;21167;24425;
9234;21368;6148;20906;24295;
9235;21469;6212;21011;24347;
9236;21353;6102;21099;24397;
9237;21547;6276;21214;24451;
9238;21638;6294;20832;24260;
9239;21710;6356;21020;24360;
9240;21660;6317;20985;24343;
9241;21424;6174;21077;24385;
9242;21769;6353;20932;24319;
9243;21594;6284;20888;24294;
9244;21639;6303;21065;24389;
9245;21726;6371;20883;24299;
9246;21603;6298;21152;24433;
9247;21442;6193;21047;24385;
9248;21510;6244;21017;24371;
9249;21450;6193;20994;24358;
9250;21605;6272;21094;24414;
9251;21658;6312;21143;24440;
9252;21506;6243;20985;24363;
9253;21721;6344;21010;24375;
9254;21552;6234;21069;24408;
9255;21459;6208;20989;24362;
9256;21599;6288;21056;24399;
9257;21573;6259;21163;24456;
9258;21709;6341;21062;24409;
9259;21198;6022;21038;24399;
9260;21673;6319;21040;24399;
9261;21663;6310;21056;24413;
9262;21505;6219;21048;24406;
9263;21510;6235;21074;24419;
9264;21392;6107;21047;24405;
9265;21498;6201;21105;24443;
9266;21683;6329;20937;24358;
9267;21652;6308;21054;24419;
9268;21674;6316;20996;24389;
9269;21558;6217;21179;24482;
9270;21563;6235;21084;24439;
9271;21626;6294;20980;24387;
9272;21526;6227;21219;24506;
9273;21627;6269;20993;24394;
9274;21647;6298;21172;24490;
9275;21631;6293;21177;24496;
9276;21770;6347;20959;24385;
9277;21614;6258;21148;24480;
9278;21549;6235;20956;24384;
9279;21722;6343;21090;24454;
9280;21612;6268;21042;24432;
9281;21624;6259;21273;24549;
9282;21060;5889;21081;24453;
9283;21901;6406;21160;24498;
9284;21589;6279;21135;24479;
9285;21716;6309;21149;24492;
9286;21770;6338;21308;24573;
9287;21778;6339;20987;24417;
9288;21731;6322;20998;24419;
9289;21683;6298;20983;24413;
9290;21672;6293;21217;24531;
9291;21389;6127;21140;24496;
9292;21560;6233;21220;24536;
9293;21760;6344;21174;24519;
9294;21738;6348;21170;24517;
9295;21571;6213;21177;24522;
9296;21734;6314;21063;24466;
9297;21788;6340;21022;24446;
9298;21910;6422;20984;24431;
9299;21656;6275;21169;24523;
9300;21136;5929;21213;24547;
9301;21673;6302;21071;24479;
9302;21745;6341;21111;24498;
9303;21791;6347;21015;24452;
9304;21916;6432;21076;24487;
9305;21620;6250;21170;24531;
9306;21901;6415;21096;24492;
9307;21619;6270;21162;24530;
9308;21779;6360;21218;24559;
9309;21666;6272;20990;24449;
9310;21729;6323;21309;24608;
9311;21764;6315;21204;24561;
9312;21820;6349;21222;24571;
9313;21666;6254;21268;24594;
9314;21785;6349;20976;24449;
9315;21797;6356;21097;24513;
9316;21898;6410;21230;24579;
9317;21764;6333;21215;24574;
9318;21637;6248;21270;24602;
9319;21674;6300;21268;24602;
9320;21644;6266;21109;24525;
9321;21697;6292;21258;24598;
9322;21651;6260;21111;24529;
9323;21738;6300;21268;24610;
9324;21849;6388;21291;24621;
9325;21806;6340;21203;24581;
9326;21743;6275;21241;24600;
9327;21812;6354;21217;24593;
9328;21921;6409;21353;24660;
9329;21721;6298;21180;24573;
9330;21813;6366;21283;24627;
9331;21423;6091;21182;24581;
9332;21788;6338;21289;24633;
9333;21715;6299;21169;24574;
9334;21757;6343;21230;24605;
9335;21842;6355;21202;24595;
9336;21785;6313;21306;24648;
9337;21474;6134;21148;24572;
9338;21934;6415;21235;24614;
9339;22001;6427;21209;24600;
9340;21835;6361;21261;24633;
9341;21762;6324;21152;24577;
9342;21792;6339;21445;24724;
9343;21828;6354;21210;24611;
9344;21839;6311;21342;24675;
9345;22053;6450;21187;24599;
9346;21773;6301;21258;24639;
9347;21734;6300;21344;24681;
9348;21761;6285;21378;24703;
9349;21771;6311;21269;24649;
9350;21928;6401;21217;24623;
9351;21967;6414;21113;24574;
9352;21760;6284;21256;24646;
9353;21894;6407;21208;24624;
9354;21920;6383;21283;24660;
9355;21851;6362;21299;24673;
9356;21825;6357;21140;24595;
9357;21484;6112;21228;24640;
9358;21898;6383;21272;24664;
9359;21730;6281;21416;24737;
9360;21728;6269;21153;24605;
9361;21802;6311;21440;24753;
9362;21847;6352;21310;24686;
9363;21925;6388;21329;24699;
9364;22150;6528;21253;24660;
9365;21832;6326;21317;24696;
9366;21941;6404;21294;24688;
9367;22023;6450;21347;24716;
9368;21773;6313;21365;24727;
9369;21786;6333;21263;24672;
9370;21849;6338;21306;24698;
9371;21701;6262;21436;24764;
9372;21800;6325;21451;24774;
9373;21966;6399;21387;24743;
9374;21897;6368;21507;24804;
9375;22013;6414;21538;24821;
9376;21838;6327;21329;24715;
9377;21982;6412;21353;24729;
9378;21415;6039;21281;24700;
9379;21884;6365;21425;24770;
9380;21902;6352;21171;24646;
9381;21763;6285;21246;24688;
9382;21867;6361;21340;24737;
9383;21875;6370;21479;24805;
9384;21898;6358;21223;24677;
9385;21925;6360;21402;24765;
9386;22128;6479;21296;24718;
9387;21729;6292;21500;24819;
9388;21865;6347;21458;24805;
9389;22069;6466;21357;24753;
9390;22003;6421;21388;24769;
9391;21791;6295;21268;24714;
9392;22032;6407;21395;24778;
9393;22071;6440;21379;24770;
9394;21971;6412;21521;24842;
9395;22057;6435;21419;24794;
9396;21780;6298;21428;24800;
9397;21976;6414;21404;24790;
9398;22037;6437;21313;24745;
9399;21413;6007;21299;24734;
9400;22000;6422;21328;24750;
9401;21914;6350;21441;24810;
9402;21876;6331;21364;24777;
9403;21884;6346;21469;24832;
9404;21887;6361;21431;24813;
9405;22073;6439;21366;24779;
9406;21969;6405;21461;24832;
9407;21942;6364;21421;24811;
9408;21853;6324;21440;24821;
9409;22020;6417;21250;24731;
9410;22106;6460;21389;24803;
9411;22038;6428;21349;24780;
9412;21904;6362;21273;24743;
9413;21937;6380;21427;24825;
9414;22031;6416;21132;24677;
9415;21961;6354;21452;24839;
9416;22266;6553;21541;24884;
9417;22129;6486;21559;24892;
9418;22080;6438;21360;24799;
9419;22018;6402;21493;24864;
9420;21893;6339;21566;24907;
9421;22132;6479;21174;24709;
9422;21991;6402;21466;24852;
9423;22135;6487;21469;24858;
9424;21942;6377;21479;24866;
9425;22214;6511;21566;24909;
9426;21953;6376;21470;24864;
9427;22106;6448;21414;24834;
9428;21922;6324;21453;24860;
9429;22108;6456;21654;24961;
9430;22230;6542;21536;24909;
9431;22175;6494;21353;24815;
9432;22129;6457;21577;24927;
9433;21773;6274;21428;24855;
9434;21923;6351;21471;24877;
9435;22038;6403;21490;24889;
9436;21557;6079;21626;24959;
9437;22021;6377;21518;24905;
9438;22080;6445;21451;24875;
9439;22034;6409;21376;24838;
9440;22060;6422;21518;24909;
9441;22046;6416;21480;24886;
9442;22023;6389;21665;24987;
9443;22033;6425;21368;24838;
9444;21809;6254;21339;24826;
9445;21970;6370;21410;24861;
9446;22018;6413;21610;24965;
9447;22176;6487;21423;24874;
9448;22035;6417;21392;24860;
9449;22164;6457;21374;24851;
9450;22196;6497;21646;24988;
9451;22233;6517;21614;24973;
9452;21608;6122;21531;24937;
9453;22261;6525;21616;24977;
9454;21966;6376;21496;24919;
9455;22167;6482;21408;24876;
9456;22106;6445;21520;24933;
9457;22145;6452;21467;24910;
9458;22139;6449;21416;24880;
9459;22228;6536;21592;24975;
9460;21957;6341;21508;24936;
