n;q1_a;q1_c;q2_a;q2_c
6624;237663;101164;166539;173699;
6625;217409;94886;183273;169170;
6626;202073;101786;170798;167843;
6627;223134;95808;167053;176109;
6628;251073;102168;171597;172379;
6629;220532;95242;190540;171249;
6630;226289;97675;185890;170083;
6631;215390;93078;167274;168740;
6632;215072;96828;170579;167037;
6633;225803;94175;194334;178610;
6634;215955;95490;177913;178433;
6635;224320;94798;214404;192902;
6636;221775;91559;177703;174070;
6637;197915;99907;181656;180043;
6638;214644;94457;177680;169911;
6639;207364;90089;167323;164845;
6640;220429;96074;168219;171731;
6641;239756;103859;174127;169622;
6642;215253;99452;179776;170455;
6643;243792;100748;166637;166399;
6644;212824;94919;175290;173418;
6645;212343;99011;178017;175255;
6646;213077;100037;174283;176191;
6647;253489;108289;172901;189114;
6648;242779;106633;170968;179451;
6649;222064;105014;171323;180144;
6650;205690;101170;178076;172612;
6651;215570;94038;164464;165878;
6652;183999;98124;167802;176301;
6653;229421;95979;189030;183810;
6654;229859;99135;183359;181021;
6655;203905;96745;170746;168914;
6656;244086;105888;176981;169060;
6657;244655;97058;197766;179698;
6658;230304;96454;196259;181887;
6659;208334;93049;176597;169573;
6660;213699;92233;180521;171838;
6661;242444;99689;174394;181673;
6662;207148;97089;170893;175167;
6663;232201;105310;164886;182073;
6664;261460;108001;175246;174680;
6665;225853;99427;174034;177543;
6666;225636;94665;188155;185614;
6667;224328;103575;181409;180867;
6668;198220;106099;178825;179347;
6669;284339;110601;187045;178576;
6670;202210;93100;194612;179190;
6671;215667;101527;175415;187016;
6672;233474;98693;177640;172142;
6673;223320;98584;186410;188432;
6674;213394;96896;165177;172977;
6675;246721;102924;193085;189200;
6676;210336;96910;170030;174538;
6677;263307;102396;172223;175846;
6678;212406;98974;175468;175078;
6679;225143;95803;173992;172925;
6680;209649;93557;181004;173755;
6681;217737;101627;165676;171845;
6682;230381;99159;188719;179685;
6683;219247;95753;167330;172376;
6684;196954;116050;183231;200775;
6685;245895;99334;171363;171684;
6686;243186;100065;177942;176192;
6687;230956;97580;184115;185224;
6688;215863;96500;168846;175344;
6689;201904;97285;175617;175916;
6690;223219;98012;169834;176340;
6691;213877;96904;177707;170828;
6692;233412;99010;177853;174864;
6693;220338;97008;187684;182813;
6694;224206;104778;173557;169070;
6695;219073;96901;169403;169393;
6696;214712;98914;178879;181088;
6697;244721;100055;191137;173964;
6698;217901;97248;170951;179836;
6699;257706;102316;168011;169059;
6700;225407;94154;181321;173852;
6701;274900;107729;182183;201499;
6702;230749;99136;170761;169174;
6703;222696;97163;186991;174077;
6704;245845;102901;193023;182655;
6705;222576;93162;183166;179799;
6706;230741;99030;181376;173201;
6707;224250;98706;174650;170378;
6708;246221;103956;194043;179254;
6709;246462;101605;188400;180277;
6710;210094;97047;179897;171075;
6711;222227;94768;170886;171939;
6712;242791;103335;187548;178434;
6713;216740;93376;168086;171112;
6714;224492;98710;176198;172146;
6715;253757;104444;195828;187495;
6716;203864;98343;188472;184974;
6717;226248;98092;177356;170732;
6718;206809;100666;172348;179629;
6719;211480;96761;168498;168477;
6720;204498;94019;179948;175719;
6721;262645;109663;181174;186569;
6722;218467;102060;170269;171634;
6723;224632;98372;196513;187153;
6724;234042;97677;177707;176184;
6725;211968;92714;174665;179527;
6726;199917;101130;166723;171502;
6727;235468;98995;180261;179972;
6728;215670;100256;176064;183673;
6729;249560;100296;174066;182018;
6730;206347;102564;170046;175443;
6731;228647;103937;194294;194832;
6732;244535;100337;182252;174025;
6733;227328;96313;199840;175187;
6734;207501;97261;177534;184147;
6735;228810;101638;187326;179315;
6736;262879;103006;201850;184624;
6737;231334;103850;179067;177843;
6738;207496;95614;173242;173730;
6739;199408;96066;175590;179991;
6740;242557;97179;191421;178835;
6741;199629;95852;177210;175384;
6742;240456;105855;181209;179428;
6743;231322;95673;179276;181616;
6744;231560;100677;172968;177825;
6745;223223;96204;180179;177105;
6746;245559;98498;212591;188909;
6747;242675;101937;201315;188069;
6748;225072;95222;177593;177261;
6749;197215;93386;176665;173642;
6750;239384;100735;189598;188400;
6751;228847;104566;175829;183980;
6752;208477;96767;172788;172722;
6753;222166;102780;177307;184328;
6754;219034;100876;178259;183575;
6755;236129;99375;194797;187901;
6756;276390;103878;193432;182893;
6757;246585;104415;195918;185473;
6758;197345;94577;181289;175855;
6759;213228;92888;174733;175984;
6760;213725;94269;183674;175676;
6761;218824;95940;191640;182707;
6762;211964;97453;172497;171198;
6763;229111;97782;211907;186708;
6764;239919;100946;182403;180058;
6765;236017;101000;190008;187141;
6766;256832;99139;173191;186002;
6767;247610;101739;197959;186546;
6768;232370;102060;222736;196783;
6769;237649;99384;181971;178938;
6770;225441;96475;182017;178544;
6771;239624;103580;168944;173389;
6772;213511;97075;171154;174569;
6773;202793;95815;188185;186734;
6774;218918;101957;179790;175213;
6775;232812;101960;192246;178668;
6776;230118;104923;169832;167687;
6777;222970;97337;168675;174874;
6778;216617;94838;187542;177483;
6779;231144;96954;175226;182730;
6780;228463;100871;184259;178758;
6781;208883;94073;179210;178049;
6782;274485;112645;188616;174951;
6783;243534;104814;178557;176544;
6784;230094;103798;182943;177231;
6785;222504;98004;188580;176273;
6786;219597;94431;189840;175055;
6787;219820;98691;178331;178589;
6788;223910;98758;189135;187959;
6789;243985;101566;200096;186730;
6790;218647;96777;183184;191357;
6791;235726;100890;180999;174113;
6792;262132;107924;181539;187826;
6793;232487;114172;183029;179147;
6794;225952;98864;168833;183643;
6795;245876;100263;179246;181560;
6796;222100;95952;187145;174694;
6797;210274;97747;199890;181875;
6798;243875;105070;166719;174984;
6799;214581;98225;184456;184823;
6800;226247;100786;180254;177557;
6801;239676;98161;184585;174525;
6802;243228;102946;195271;178023;
6803;227905;94996;182878;174751;
6804;210445;94943;190416;188327;
6805;223201;102004;185533;178577;
6806;209718;96796;178804;182220;
6807;240205;105851;177448;173896;
6808;306496;116806;172707;178890;
6809;258886;104810;179298;195755;
6810;222125;103070;191530;190787;
6811;219627;99286;181672;177819;
6812;248868;109048;222344;197882;
6813;207570;107212;177913;185488;
6814;223856;103214;208889;190532;
6815;237968;102099;206821;191111;
6816;234099;106493;188566;189533;
6817;208247;95111;178318;176423;
6818;239604;110005;180447;192746;
6819;196838;103438;179968;188962;
6820;259973;103090;182014;192812;
6821;225215;106066;188416;181090;
6822;200025;101414;185796;182947;
6823;224718;96836;185441;177606;
6824;240274;101038;163700;172069;
6825;204598;93075;184980;181886;
6826;228121;97333;184252;176514;
6827;231790;103024;185486;181817;
6828;259307;108012;166931;173294;
6829;221350;98903;173841;180083;
6830;208164;106413;179119;181474;
6831;260307;117460;179396;178481;
6832;254902;104338;175040;173554;
6833;209817;106840;182385;194285;
6834;248613;107462;180256;194643;
6835;212186;113496;178119;176954;
6836;216937;105100;179091;183557;
6837;246360;100815;177753;179555;
6838;212999;96740;179787;181530;
6839;226036;98587;181688;175390;
6840;221211;94352;177935;177680;
6841;211816;95881;185076;178415;
6842;270626;123339;200809;206924;
6843;225720;104102;183915;189671;
6844;240893;99743;181973;176747;
6845;226354;103677;191434;183808;
6846;237471;101262;180403;175481;
6847;225162;105573;182592;175749;
6848;211378;97511;172864;187037;
6849;277287;108264;185071;183230;
6850;219911;95946;187225;184222;
6851;242213;99379;179901;182774;
6852;223181;98706;207116;189470;
6853;239844;107487;199314;194132;
6854;217742;98228;176229;171012;
6855;237066;99503;189190;182322;
6856;208364;116096;189080;183548;
6857;226859;97545;176697;180010;
6858;232289;96585;195469;176915;
6859;214240;105476;179814;181373;
6860;249731;106923;179982;185313;
6861;227184;105105;182504;188280;
6862;224567;101685;184597;183926;
6863;210368;99820;175561;178127;
6864;231985;96746;179331;170778;
6865;240113;100141;187399;181861;
6866;230859;103532;191157;179797;
6867;242318;103740;184232;185559;
6868;251484;107152;188644;182654;
6869;199420;98114;184225;181509;
6870;237876;103283;203386;198641;
6871;228351;104668;182454;179567;
6872;225025;101602;180005;187604;
6873;249733;104996;177722;182610;
6874;237000;104002;208575;193585;
6875;250530;109341;179869;185246;
6876;241301;108179;189478;183237;
6877;220296;96928;184220;181404;
6878;197103;96670;201999;194754;
6879;221549;97008;184403;177477;
6880;217747;105224;201935;191631;
6881;248732;107519;205468;192999;
6882;224782;100776;181798;190436;
6883;211350;102999;199766;190826;
6884;221802;106788;190653;187701;
6885;233891;100175;197625;182275;
6886;224228;102585;183521;181051;
6887;236063;100159;198633;187527;
6888;233579;105543;190848;181238;
6889;224072;96607;178807;177020;
6890;220356;99794;186351;176874;
6891;253635;106558;185521;178406;
6892;231849;102334;209108;193592;
6893;223332;99767;182552;176811;
6894;242981;106000;189629;187908;
6895;232346;101213;183938;177711;
6896;244332;101250;193322;189888;
6897;216909;94300;194081;187331;
6898;214755;99745;184227;192779;
6899;217686;102819;178356;183604;
6900;234277;102010;204677;185609;
6901;216344;99998;176672;180337;
6902;210212;97817;185930;176341;
6903;211841;98614;181617;183371;
6904;230544;98483;189831;188388;
6905;225093;95422;193784;191817;
6906;228024;102716;181837;181645;
6907;206389;102431;177615;187896;
6908;232597;100853;205562;185849;
6909;216829;101450;182995;174655;
6910;210151;102233;195207;193939;
6911;247979;105476;183790;179239;
6912;235121;100136;182539;180908;
6913;243896;101454;190217;173664;
6914;247339;100972;181719;178694;
6915;246570;103068;189094;178067;
6916;220669;100235;187486;184102;
6917;246332;105472;169726;181082;
6918;218872;103891;181242;175014;
6919;233688;99998;187425;178454;
6920;246375;98150;186877;182716;
6921;227328;99660;187982;182566;
6922;219138;99493;179944;175294;
6923;238701;99238;184055;178843;
6924;245161;110058;177308;181252;
6925;220433;100446;185636;176047;
6926;242426;105854;182091;190285;
6927;235478;102741;204771;188564;
6928;243222;101721;184482;181415;
6929;288275;109562;188468;181586;
6930;254389;107011;198774;188551;
6931;246113;105312;185412;184801;
6932;222418;96921;211011;192918;
6933;232858;100850;186780;176156;
6934;224061;106602;176434;179842;
6935;222341;99744;180257;180348;
6936;219790;98095;179255;171947;
6937;206430;96182;178142;179454;
6938;242332;105852;188956;183001;
6939;245139;101671;181278;182115;
6940;238043;102527;173992;186501;
6941;269886;108578;201935;184450;
6942;235729;102369;189451;180452;
6943;219574;98554;179146;177743;
6944;241133;103283;184023;176122;
6945;221901;97691;179098;184006;
6946;222745;101335;188258;193862;
6947;225680;100788;176147;185381;
6948;246603;104974;190253;189112;
6949;236098;98871;197496;184612;
6950;230788;100380;192243;195250;
6951;228331;100306;186844;185515;
6952;233501;99893;184107;177682;
6953;253833;106977;201633;187539;
6954;238567;115355;177107;191063;
6955;232848;104310;178690;185489;
6956;253135;104499;181453;179922;
6957;211029;99241;193110;186146;
6958;219219;99706;181215;179873;
6959;214043;99278;197568;191886;
6960;223529;107613;184699;187752;
6961;231470;104916;183753;177474;
6962;223506;101870;181953;183592;
6963;231123;103024;181081;183444;
6964;237133;101262;201924;188727;
6965;248727;106765;206055;198722;
6966;231471;101581;178069;183877;
6967;246642;113466;204660;198484;
6968;216525;103758;189505;185122;
6969;222648;100129;182556;183223;
6970;238496;109685;222148;203681;
6971;232804;106752;182233;180411;
6972;235799;111640;173539;182507;
6973;228678;98784;188190;184909;
6974;227891;104349;183886;184483;
6975;256143;111904;191852;189671;
6976;238018;101491;195261;186879;
6977;256347;105887;209424;198552;
6978;227025;99018;187587;184774;
6979;249859;101619;187510;184423;
6980;220248;98001;175479;187819;
6981;228570;98054;202372;190029;
6982;277991;114722;189956;195023;
6983;247253;104833;202362;187795;
6984;224547;99611;180877;179130;
6985;274399;109879;198950;184180;
6986;234270;106163;176089;179297;
6987;212179;100552;172504;186516;
6988;233919;106615;189409;185090;
6989;239456;101401;190223;190724;
6990;238884;103510;198054;194507;
6991;226852;104981;187756;183744;
6992;240987;111296;172942;178557;
6993;274171;107035;186359;197641;
6994;233191;111698;172318;181274;
6995;227984;98865;189930;185023;
6996;231691;98863;184749;179566;
6997;283050;108132;193558;190217;
6998;221985;103510;189612;181371;
6999;243609;105506;191545;199230;
7000;234917;107961;188965;194488;
7001;226473;102525;184685;183522;
7002;232883;99845;187067;182311;
7003;214101;99548;184528;177827;
7004;238844;104158;193484;187350;
7005;274810;112462;193358;190495;
7006;239885;102462;177070;181183;
7007;234554;102712;195236;187112;
7008;217402;102565;189758;203758;
7009;264541;112370;206231;196596;
7010;213131;98545;181072;182001;
7011;240172;115933;177546;183234;
7012;213155;96846;181511;183218;
7013;253505;106469;180156;179405;
7014;232434;99795;181395;179012;
7015;215278;98631;194495;189860;
7016;241499;108294;174771;179638;
7017;218221;99516;184909;185827;
7018;220141;100181;198008;188574;
7019;222179;99011;188399;179795;
7020;217259;102046;209968;185985;
7021;224606;108517;185525;185404;
7022;217645;97846;186707;182542;
7023;238455;102101;196552;183098;
7024;242042;103301;188369;186598;
7025;231590;104162;175399;180062;
7026;235522;99248;204994;186015;
7027;259440;120485;193038;189541;
7028;251352;101633;188756;192979;
7029;262558;108807;211698;195817;
7030;226636;106401;185691;192783;
7031;235838;109832;192915;191450;
7032;257039;106299;196661;184488;
7033;248848;106509;204047;192057;
7034;247687;106850;190380;180572;
7035;232008;99211;184661;180637;
7036;245072;101575;184915;182927;
7037;242304;110170;202106;187083;
7038;230706;105683;192651;184398;
7039;245215;104957;176171;179536;
7040;222392;98565;188755;192905;
7041;244185;108674;186036;188110;
7042;209452;97513;200493;186317;
7043;232355;105332;188855;180911;
7044;219495;100965;189797;185750;
7045;246467;108868;186669;185574;
7046;254331;116274;193375;191509;
7047;230710;103070;183261;178845;
7048;232205;101385;186473;185665;
7049;226329;100160;186869;186291;
7050;229001;101505;176316;178211;
7051;215065;105094;191231;183834;
7052;228454;97715;203797;188610;
7053;233680;103430;196988;200220;
7054;234718;99595;186333;200629;
7055;240509;105784;188948;186832;
7056;241017;105382;201795;190701;
7057;225902;99554;191335;186326;
7058;247617;106000;180247;186651;
7059;245395;110929;191698;185793;
7060;265088;117064;219474;216443;
7061;266316;114186;205958;201399;
7062;233424;102389;199209;197331;
7063;231174;102476;198285;186745;
7064;247956;112145;198551;186274;
7065;266307;110363;198911;202047;
7066;235052;112787;187611;188405;
7067;255310;110363;182868;187320;
7068;222011;101373;187452;189756;
7069;238373;106702;188333;194488;
7070;221587;99217;196428;186992;
7071;227922;109031;185682;194418;
7072;236678;97519;183814;183137;
7073;228408;105583;209254;200315;
7074;253370;109450;182379;183643;
7075;253930;104347;188024;183031;
7076;210521;97782;183704;178158;
7077;229796;99781;200279;187952;
7078;218868;110053;182943;184964;
7079;230588;99031;186225;189827;
7080;227402;100994;198865;199229;
7081;225575;97672;196909;189339;
7082;238741;102219;214565;192030;
7083;225590;105979;189829;184157;
7084;275839;112792;181321;189483;
7085;244885;107401;183864;196285;
7086;249317;107207;194642;181905;
7087;244463;113271;191029;189276;
7088;235273;104240;181297;185829;
7089;237240;102479;182159;189363;
7090;232372;103488;185228;182978;
7091;236065;107664;183384;188152;
7092;221562;103270;194017;192597;
7093;242990;102250;195466;187342;
7094;214360;100990;189795;189478;
7095;223173;100608;197848;185682;
7096;256220;100435;191565;191511;
7097;260868;113894;205504;192813;
7098;233543;105601;197207;183700;
7099;212188;101301;206842;195225;
7100;232452;104077;191731;180219;
7101;245872;107620;205462;195559;
7102;254639;104959;192096;191316;
7103;242558;107193;192030;200877;
7104;230549;102614;194494;187792;
