DataSize,RecursiveTime(us),MemorizedTime(us),BottomUpTime(us)
1304,-1,23439,6115
1305,-1,21851,5777
1306,-1,21454,5798
1307,-1,21782,6025
1308,-1,21694,5952
1309,-1,21628,5962
1310,-1,21607,5805
1311,-1,21891,5865
1312,-1,22031,5911
1313,-1,22019,6241
1314,-1,21673,5861
1315,-1,21818,5868
1316,-1,22092,5994
1317,-1,22938,6156
1318,-1,21931,6232
1319,-1,21663,5905
1320,-1,22246,5914
1321,-1,23047,7280
1322,-1,22157,6032
1323,-1,21969,6511
1324,-1,22442,6302
1325,-1,22309,5955
1326,-1,22207,5944
1327,-1,23580,6017
1328,-1,22036,6309
1329,-1,22054,6359
1330,-1,22116,6139
1331,-1,22545,6014
1332,-1,22497,6117
1333,-1,22327,6283
1334,-1,22771,6350
1335,-1,22594,6412
1336,-1,22271,6408
1337,-1,22441,7169
1338,-1,22458,6292
1339,-1,23207,6203
1340,-1,22731,6232
1341,-1,22569,6455
1342,-1,22962,6455
1343,-1,22721,6408
1344,-1,22746,6127
1345,-1,23053,6190
1346,-1,23761,6153
1347,-1,22986,6176
1348,-1,23296,6243
1349,-1,23260,6650
1350,-1,23548,6544
1351,-1,23082,6667
1352,-1,23483,6185
1353,-1,22996,8094
1354,-1,24143,6223
1355,-1,23673,6208
1356,-1,24126,6406
1357,-1,23599,6353
1358,-1,23459,6480
1359,-1,23309,6595
1360,-1,23489,6664
1361,-1,23169,6660
1362,-1,23347,6604
1363,-1,23452,6355
1364,-1,23416,6361
1365,-1,24721,6373
1366,-1,24032,6491
1367,-1,23689,6436
1368,-1,23750,6395
1369,-1,25501,6348
1370,-1,24118,6412
1371,-1,23921,6442
1372,-1,24003,6378
1373,-1,23978,6695
1374,-1,24048,6581
1375,-1,23827,6762
1376,-1,23831,6811
1377,-1,23882,6868
1378,-1,25298,6593
1379,-1,24048,6763
1380,-1,24005,6617
1381,-1,23852,6867
1382,-1,24110,6816
1383,-1,24113,6565
1384,-1,24485,8011
1385,-1,24755,6857
1386,-1,23976,6608
1387,-1,24179,6682
1388,-1,24029,6596
1389,-1,24525,6596
1390,-1,24991,6597
1391,-1,24464,6627
1392,-1,24287,6704
1393,-1,24468,6608
1394,-1,24471,6641
1395,-1,24775,6638
1396,-1,24696,6610
1397,-1,24618,6721
1398,-1,25095,6833
1399,-1,24647,6632
1400,-1,27040,6697
1401,-1,24418,6717
1402,-1,24787,6858
1403,-1,24865,7725
1404,-1,25005,6766
1405,-1,24492,7214
1406,-1,25248,7055
1407,-1,24726,7061
1408,-1,25324,7141
1409,-1,25073,7076
1410,-1,24860,6986
1411,-1,24842,7137
1412,-1,24941,7065
1413,-1,25605,6989
1414,-1,28413,8864
1415,-1,25809,6848
1416,-1,25500,6838
1417,-1,25434,6782
1418,-1,25088,6929
1419,-1,25498,7491
1420,-1,25753,7315
1421,-1,25254,7293
1422,-1,25411,7257
1423,-1,25626,7263
1424,-1,25706,7213
1425,-1,25116,7251
1426,-1,25322,7036
1427,-1,25629,7009
1428,-1,26224,6894
1429,-1,26899,6923
1430,-1,26264,6979
1431,-1,26007,6938
1432,-1,26020,7039
1433,-1,26506,7385
1434,-1,25520,7361
1435,-1,25456,7307
1436,-1,25789,7313
1437,-1,26756,7364
1438,-1,26261,7008
1439,-1,26390,6994
1440,-1,26290,7013
1441,-1,26343,7021
1442,-1,26446,7167
1443,-1,28829,7372
1444,-1,26324,7442
1445,-1,26338,7077
1446,-1,26619,7084
1447,-1,26902,7093
1448,-1,27412,7106
1449,-1,26824,7386
1450,-1,26328,7614
1451,-1,26445,7535
1452,-1,26525,7133
1453,-1,26731,7158
1454,-1,27170,7165
1455,-1,26662,7157
1456,-1,26688,7377
1457,-1,30390,7605
1458,-1,26875,7191
1459,-1,26910,7189
1460,-1,26985,7196
1461,-1,27460,7377
1462,-1,26732,7586
1463,-1,27292,7284
1464,-1,27682,7261
1465,-1,26898,7244
1466,-1,26848,7731
1467,-1,27358,7703
1468,-1,27620,7379
1469,-1,27485,7312
1470,-1,27858,7303
1471,-1,29554,7745
1472,-1,27051,7667
1473,-1,27210,7406
1474,-1,27414,7363
1475,-1,27418,7601
1476,-1,27146,7788
1477,-1,27607,7488
1478,-1,27674,7401
1479,-1,28239,7735
1480,-1,27068,7957
1481,-1,27368,7672
1482,-1,28015,7435
1483,-1,28450,7448
1484,-1,28109,7628
1485,-1,28130,7873
1486,-1,27976,7468
1487,-1,27989,7492
1488,-1,27884,7955
1489,-1,28290,7533
1490,-1,28014,7523
1491,-1,28533,7565
1492,-1,28254,7992
1493,-1,28027,7585
1494,-1,28286,7565
1495,-1,28257,7684
1496,-1,28417,7728
1497,-1,28379,9601
1498,-1,28422,7891
1499,-1,29071,7709
1500,-1,28864,7647
1501,-1,28183,7951
1502,-1,28636,7717
1503,-1,28536,7664
1504,-1,28984,7814
1505,-1,28616,7855
1506,-1,28733,7683
1507,-1,28643,7813
1508,-1,28195,7867
1509,-1,28461,7818
1510,-1,28627,11234
1511,-1,29287,7870
1512,-1,28895,7742
1513,-1,28758,7830
1514,-1,29118,7983
1515,-1,31195,8148
1516,-1,29770,8179
1517,-1,29092,7780
1518,-1,29370,8207
1519,-1,29544,7905
1520,-1,29464,7843
1521,-1,29217,7959
1522,-1,29522,7888
1523,-1,32417,8215
1524,-1,29855,7886
1525,-1,29369,7934
1526,-1,29683,8005
1527,-1,29401,7958
1528,-1,29647,7946
1529,-1,29569,8284
1530,-1,29522,7908
1531,-1,29604,8286
1532,-1,29371,8391
1533,-1,29616,8029
1534,-1,29861,8293
1535,-1,29819,7959
1536,-1,31448,8168
1537,-1,30098,8021
1538,-1,30059,8121
1539,-1,30020,8146
1540,-1,29906,8107
1541,-1,30019,8355
1542,-1,30151,8124
1543,-1,30494,8196
1544,-1,29936,8458
1545,-1,30149,8179
1546,-1,30031,8443
1547,-1,30876,8173
1548,-1,32874,8517
1549,-1,30027,8185
1550,-1,30103,8551
1551,-1,29960,8314
1552,-1,30172,9138
1553,-1,30030,8518
1554,-1,30201,8246
1555,-1,30244,8577
1556,-1,31232,8265
1557,-1,34922,8444
1558,-1,34480,8446
1559,-1,30885,8292
1560,-1,32291,8446
1561,-1,31060,8276
1562,-1,30696,8693
1563,-1,30642,8261
1564,-1,30705,8415
1565,-1,31785,8291
1566,-1,31260,8647
1567,-1,30965,8287
1568,-1,31108,8463
1569,-1,31189,8313
1570,-1,31535,8801
1571,-1,31074,8354
1572,-1,34432,8794
1573,-1,31197,8371
1574,-1,31287,8578
1575,-1,31828,8456
1576,-1,38986,8406
1577,-1,31534,8864
1578,-1,31273,8420
1579,-1,30874,8758
1580,-1,32264,8488
1581,-1,31153,8701
1582,-1,31924,8423
1583,-1,31854,8894
1584,-1,33386,8621
1585,-1,31468,8836
1586,-1,31603,8725
1587,-1,32409,8526
1588,-1,31550,8944
1589,-1,32069,8544
1590,-1,31824,8965
1591,-1,31968,8570
1592,-1,31875,8936
1593,-1,31916,8565
1594,-1,31922,8867
1595,-1,37717,9813
1596,-1,34115,8650
1597,-1,32137,8744
1598,-1,32041,9086
1599,-1,31980,8655
1600,-1,32717,8867
1601,-1,32039,8677
1602,-1,32969,9097
1603,-1,32594,9274
1604,-1,32493,8693
1605,-1,33028,8923
1606,-1,32616,8769
1607,-1,37091,8740
1608,-1,32855,8913
1609,-1,32909,8829
1610,-1,32508,8777
1611,-1,32948,9435
1612,-1,32559,8785
1613,-1,32494,9125
1614,-1,32832,9206
1615,-1,32614,8774
1616,-1,33289,9056
1617,-1,33465,9093
1618,-1,33909,12296
1619,-1,32806,9280
1620,-1,33548,9240
1621,-1,33143,8857
1622,-1,33322,9301
1623,-1,33468,9275
1624,-1,32855,8892
1625,-1,33174,9102
1626,-1,33240,9368
1627,-1,33381,9054
1628,-1,33133,9220
1629,-1,33397,9306
1630,-1,35550,8963
1631,-1,33369,8986
1632,-1,33660,9430
1633,-1,33885,9352
1634,-1,34168,9046
1635,-1,33515,9184
1636,-1,33856,9180
1637,-1,33675,9030
1638,-1,34091,9330
1639,-1,34434,9321
1640,-1,34344,9169
1641,-1,34134,9144
1642,-1,35398,9170
1643,-1,34443,9256
1644,-1,33983,9466
1645,-1,33920,9216
1646,-1,33953,9291
1647,-1,33927,9292
1648,-1,34938,9560
1649,-1,34817,9301
1650,-1,34206,9304
1651,-1,34848,9565
1652,-1,36062,9589
1653,-1,34874,9388
1654,-1,34760,9305
1655,-1,35363,9384
1656,-1,34513,9748
1657,-1,34494,9639
1658,-1,34950,10127
1659,-1,35206,9387
1660,-1,34941,9538
1661,-1,35073,9780
1662,-1,36516,9815
1663,-1,34955,9717
1664,-1,35155,9796
1665,-1,34856,9401
1666,-1,34715,9433
1667,-1,34921,9866
1668,-1,35064,9610
1669,-1,34639,9571
1670,-1,35819,9482
1671,-1,35682,9506
1672,-1,35669,9706
1673,-1,37076,9785
1674,-1,35123,9821
1675,-1,35668,9936
1676,-1,35232,9580
1677,-1,35475,9581
1678,-1,35877,9535
1679,-1,35357,9630
1680,-1,35410,9680
1681,-1,35381,9701
1682,-1,35387,9603
1683,-1,36268,9650
1684,-1,37486,9654
1685,-1,36125,9791
1686,-1,35415,9716
1687,-1,35927,9955
1688,-1,35663,9644
1689,-1,35439,9733
1690,-1,36035,9680
1691,-1,36296,9693
1692,-1,35858,9765
1693,-1,35955,10059
1694,-1,39966,10111
1695,-1,36518,10066
1696,-1,36576,10117
1697,-1,37040,9897
1698,-1,36626,10170
1699,-1,36438,9910
1700,-1,36357,10300
1701,-1,35981,9972
1702,-1,36342,9887
1703,-1,36309,9841
1704,-1,38851,9975
1705,-1,36337,9891
1706,-1,36562,9870
1707,-1,36685,9895
1708,-1,36941,10153
1709,-1,36919,10224
1710,-1,36728,10324
1711,-1,37304,10252
1712,-1,36905,10142
1713,-1,37196,10136
1714,-1,36803,12740
1715,-1,37188,10146
1716,-1,36862,10257
1717,-1,37208,10006
1718,-1,37164,10142
1719,-1,37842,10030
1720,-1,36949,10143
1721,-1,37668,10155
1722,-1,37406,10202
1723,-1,38167,10158
1724,-1,37557,11010
1725,-1,37350,10244
1726,-1,39026,10253
1727,-1,37468,10515
1728,-1,37869,10136
1729,-1,37323,10562
1730,-1,37877,10325
1731,-1,37440,10310
1732,-1,37915,10354
1733,-1,37703,10609
1734,-1,38304,12120
1735,-1,37949,10602
1736,-1,38217,10609
1737,-1,38071,10342
1738,-1,38446,10331
1739,-1,38355,10258
1740,-1,38272,10327
1741,-1,37886,10248
1742,-1,38273,10350
1743,-1,38194,10228
1744,-1,40662,10817
1745,-1,38316,10433
1746,-1,38432,10425
1747,-1,38049,10675
1748,-1,39334,10489
1749,-1,38347,10580
1750,-1,38666,10525
1751,-1,38379,10814
1752,-1,38689,10640
1753,-1,39041,10412
1754,-1,41202,10405
1755,-1,39186,10487
1756,-1,39486,10862
1757,-1,38794,10636
1758,-1,38993,10878
1759,-1,39323,10746
1760,-1,38984,10925
1761,-1,39220,10456
1762,-1,39379,10489
1763,-1,39913,10498
1764,-1,49267,10600
1765,-1,39915,12649
1766,-1,39057,10998
1767,-1,39087,10921
1768,-1,39390,10946
1769,-1,40836,10826
1770,-1,39364,10672
1771,-1,39977,10658
1772,-1,39703,11095
1773,-1,40947,10759
1774,-1,39435,11102
1775,-1,39807,10825
1776,-1,39971,10683
1777,-1,39741,10809
1778,-1,39646,11053
1779,-1,39864,11100
1780,-1,39512,10859
1781,-1,40038,10777
1782,-1,41474,13567
1783,-1,40159,11229
1784,-1,40986,11157
1785,-1,40145,10839
1786,-1,40125,10964
1787,-1,40076,10961
1788,-1,40031,11155
1789,-1,40934,10995
1790,-1,40436,10921
1791,-1,41347,10967
1792,-1,42927,11258
1793,-1,40865,10956
1794,-1,40526,11042
1795,-1,40208,11328
1796,-1,40694,11122
1797,-1,40788,11034
1798,-1,40487,11076
1799,-1,40815,11419
1800,-1,42293,11446
1801,-1,44447,11352
1802,-1,41048,11346
1803,-1,40898,11374
1804,-1,41455,10976
1805,-1,41382,11190
1806,-1,41144,11380
1807,-1,41026,11170
1808,-1,41695,11158
1809,-1,40592,11077
1810,-1,42279,11478
1811,-1,41213,11199
1812,-1,41431,11167
1813,-1,41252,11439
1814,-1,41654,11220
1815,-1,41943,11335
1816,-1,40854,11159
1817,-1,41334,11300
1818,-1,41544,11456
1819,-1,42527,11385
1820,-1,41519,11643
1821,-1,41577,11262
1822,-1,43145,11261
1823,-1,41533,11209
1824,-1,41642,11336
1825,-1,41501,11298
1826,-1,41565,11457
1827,-1,42165,11355
1828,-1,43415,11544
1829,-1,42570,11419
1830,-1,42050,11382
1831,-1,41480,11457
1832,-1,42614,11413
1833,-1,42174,11555
1834,-1,41962,11408
1835,-1,42496,11375
1836,-1,42379,11573
1837,-1,45612,11367
1838,-1,42979,11645
1839,-1,42774,11851
1840,-1,45426,11690
1841,-1,42591,11573
1842,-1,42270,11477
1843,-1,42545,11642
1844,-1,43022,11671
1845,-1,42715,11525
1846,-1,45127,11908
1847,-1,43211,11526
1848,-1,42732,11915
1849,-1,43439,11510
1850,-1,43267,11703
1851,-1,42896,11770
1852,-1,42891,11629
1853,-1,43402,11997
1854,-1,44163,11619
1855,-1,44112,11746
1856,-1,44020,11637
1857,-1,43133,12127
1858,-1,43965,11624
1859,-1,44313,12224
1860,-1,43692,11691
1861,-1,43993,11980
1862,-1,43306,11790
1863,-1,45344,11828
1864,-1,43846,11743
1865,-1,43597,11912
1866,-1,43776,12018
1867,-1,43823,11804
1868,-1,43976,11987
1869,-1,43984,11975
1870,-1,44063,12232
1871,-1,45063,11915
1872,-1,46878,11987
1873,-1,43949,11987
1874,-1,44639,11909
1875,-1,44436,12024
1876,-1,44095,11876
1877,-1,44227,12297
1878,-1,44479,11868
1879,-1,44022,12080
1880,-1,45228,15017
1881,-1,45140,12391
1882,-1,45172,12046
1883,-1,44318,12092
1884,-1,44834,12007
1885,-1,44489,12114
1886,-1,45579,12215
1887,-1,44612,12083
1888,-1,46031,12429
1889,-1,47110,12027
1890,-1,45641,12359
1891,-1,45685,12183
1892,-1,45725,12164
1893,-1,44892,12502
1894,-1,45421,12112
1895,-1,45002,12576
1896,-1,45586,12378
1897,-1,48779,12394
1898,-1,45396,12602
1899,-1,45233,12335
1900,-1,45616,12169
1901,-1,45263,12250
1902,-1,45971,12366
1903,-1,45419,12410
1904,-1,45785,12241
1905,-1,45683,12922
1906,-1,46912,12467
1907,-1,45533,12434
1908,-1,45823,12811
1909,-1,46249,12340
1910,-1,45646,12483
1911,-1,45809,12564
1912,-1,47352,12342
1913,-1,46569,12549
1914,-1,47467,12386
1915,-1,46089,12595
1916,-1,46579,12599
1917,-1,46657,12469
1918,-1,45913,12540
1919,-1,46821,12492
1920,-1,46290,12489
1921,-1,48065,12518
1922,-1,50438,12622
1923,-1,46279,12599
1924,-1,46354,12584
1925,-1,46850,12893
1926,-1,46475,12566
1927,-1,46196,12618
1928,-1,46713,12805
1929,-1,46810,12813
1930,-1,51002,12606
1931,-1,46636,12629
1932,-1,46956,12724
1933,-1,47406,15819
1934,-1,47189,12690
1935,-1,46777,12652
1936,-1,46912,12786
1937,-1,47419,12765
1938,-1,48087,12848
1939,-1,46677,12696
1940,-1,47171,12763
1941,-1,48292,12892
1942,-1,48044,12836
1943,-1,47900,12751
1944,-1,47470,12909
1945,-1,47695,12940
1946,-1,50128,12902
1947,-1,47768,12830
1948,-1,47319,13941
1949,-1,47368,12853
1950,-1,47696,13019
1951,-1,47597,13049
1952,-1,48562,12865
1953,-1,47745,12963
1954,-1,50245,13002
1955,-1,48020,13087
1956,-1,47928,12942
1957,-1,47384,12881
1958,-1,48190,13068
1959,-1,47823,13353
1960,-1,47723,12998
1961,-1,48435,13056
1962,-1,52575,13160
1963,-1,47739,13010
1964,-1,47982,13224
1965,-1,48525,13475
1966,-1,48649,13442
1967,-1,48306,13226
1968,-1,49291,13084
1969,-1,48582,13104
1970,-1,50833,13216
1971,-1,48581,13425
1972,-1,49099,13717
1973,-1,48827,13221
1974,-1,48777,13122
1975,-1,49439,13268
1976,-1,48912,13284
1977,-1,49254,14585
1978,-1,49426,13272
1979,-1,49894,13585
1980,-1,49181,13584
1981,-1,49156,14335
1982,-1,49349,13628
1983,-1,49103,13386
1984,-1,50827,13369
1985,-1,50304,13402
1986,-1,49555,13332
1987,-1,49661,13300
1988,-1,50638,13408
1989,-1,49282,13440
1990,-1,49543,13375
1991,-1,50380,13423
1992,-1,49791,13519
1993,-1,52299,13454
1994,-1,51049,13462
1995,-1,50349,13426
1996,-1,49962,13419
1997,-1,50422,13885
1998,-1,50062,13590
1999,-1,50508,13637
2000,-1,51387,13755
2001,-1,50310,13609
2002,-1,50119,13699
2003,-1,50419,13575
2004,-1,50600,13697
2005,-1,50050,13678
2006,-1,50911,13656
2007,-1,49926,13607
2008,-1,52381,13701
2009,-1,53185,13735
2010,-1,50742,13754
2011,-1,50520,13653
2012,-1,51151,13814
2013,-1,51299,13757
2014,-1,53180,13735
2015,-1,51521,13808
2016,-1,50818,13765
2017,-1,51498,13688
2018,-1,51197,13799
2019,-1,51472,13795
2020,-1,52117,13796
2021,-1,51409,14010
2022,-1,51323,14035
2023,-1,52626,13818
2024,-1,51706,13965
2025,-1,51996,13880
2026,-1,51679,13865
2027,-1,51396,13992
2028,-1,51844,14012
2029,-1,51524,14040
2030,-1,55147,13971
2031,-1,51919,13944
2032,-1,51622,14013
2033,-1,51950,13937
2034,-1,51236,14030
2035,-1,52055,13998
2036,-1,51710,14193
2037,-1,51821,17554
2038,-1,51568,14061
2039,-1,51680,14287
2040,-1,51816,14044
2041,-1,52605,14149
2042,-1,52412,14261
2043,-1,51843,15343
2044,-1,51690,14076
2045,-1,55989,14105
2046,-1,52319,14130
2047,-1,53133,14184
2048,-1,52516,14228
2049,-1,51894,14213
2050,-1,52349,14200
2051,-1,52725,14292
2052,-1,53425,14576
2053,-1,52901,14245
2054,-1,52616,14363
2055,-1,53368,14381
2056,-1,52691,14357
2057,-1,53153,14520
2058,-1,54818,14241
2059,-1,53616,14384
2060,-1,53762,14442
2061,-1,53414,14362
2062,-1,53859,14748
2063,-1,54135,14429
2064,-1,53604,14548
2065,-1,54082,14503
2066,-1,56374,14610
2067,-1,53707,14558
2068,-1,53784,14496
2069,-1,53367,14538
2070,-1,54256,14564
2071,-1,53681,14642
2072,-1,55665,14616
2073,-1,56681,14726
2074,-1,54074,14632
2075,-1,54288,14620
2076,-1,55725,14604
2077,-1,54098,14591
2078,-1,55260,14712
2079,-1,53939,14720
2080,-1,56275,14617
2081,-1,54259,14681
2082,-1,54784,14732
2083,-1,54290,14804
2084,-1,54523,14763
2085,-1,54313,14844
2086,-1,54278,14741
2087,-1,58168,14729
2088,-1,54435,14736
2089,-1,54576,14734
2090,-1,55309,15550
2091,-1,54662,14884
2092,-1,55086,14844
2093,-1,55599,14832
2094,-1,56053,14985
2095,-1,54846,14929
2096,-1,54956,14810
2097,-1,54688,14968
2098,-1,55099,14967
2099,-1,55531,14946
2100,-1,55234,14829
2101,-1,57318,15036
2102,-1,56098,14994
2103,-1,56045,15084
2104,-1,55321,15006
2105,-1,55532,14998
2106,-1,55945,15086
2107,-1,55513,15052
2108,-1,58187,15076
2109,-1,55707,15119
2110,-1,56219,15099
2111,-1,56856,15132
2112,-1,55811,15033
2113,-1,55535,15137
2114,-1,56402,15051
2115,-1,59028,15209
2116,-1,56588,15157
2117,-1,56117,15138
2118,-1,55863,15160
2119,-1,56434,15144
2120,-1,57195,15219
2121,-1,56358,15477
2122,-1,57180,15211
2123,-1,56234,15596
2124,-1,56248,15233
2125,-1,55851,15213
2126,-1,57011,15420
2127,-1,57944,15446
2128,-1,58544,15419
2129,-1,56629,15310
2130,-1,57672,15504
2131,-1,56525,15805
2132,-1,57207,15342
2133,-1,56790,15406
2134,-1,57362,15629
2135,-1,58658,15478
2136,-1,57127,15444
2137,-1,57078,15610
2138,-1,57482,15622
2139,-1,56596,15464
2140,-1,57167,15722
2141,-1,57220,15558
2142,-1,58274,15716
2143,-1,56523,15517
2144,-1,57955,15705
2145,-1,57394,15770
2146,-1,57304,15678
2147,-1,57736,15625
2148,-1,59315,15810
2149,-1,58003,15612
2150,-1,58409,15648
2151,-1,58297,15724
2152,-1,57804,15731
2153,-1,59390,16408
2154,-1,58340,15660
2155,-1,59357,15690
2156,-1,57927,15857
2157,-1,58944,15811
2158,-1,58398,15747
2159,-1,58383,15762
2160,-1,57879,15746
2161,-1,58266,16654
2162,-1,58639,15824
2163,-1,58144,15905
2164,-1,58633,15932
2165,-1,59457,15924
2166,-1,58799,15789
2167,-1,59683,16000
2168,-1,60461,16000
2169,-1,58244,15934
2170,-1,59320,15986
2171,-1,59902,16019
2172,-1,59762,15968
2173,-1,59385,15968
2174,-1,59801,17418
2175,-1,58942,16006
2176,-1,59173,16175
2177,-1,59522,16138
2178,-1,59177,16094
2179,-1,59373,16297
2180,-1,60009,16028
2181,-1,63345,16106
2182,-1,60413,16082
2183,-1,60259,16076
2184,-1,59920,16117
2185,-1,59957,16507
2186,-1,61032,16218
2187,-1,61832,16202
2188,-1,59769,16196
2189,-1,60375,16200
2190,-1,59590,16178
2191,-1,59424,16269
2192,-1,60881,16283
2193,-1,60426,17058
2194,-1,59538,16328
2195,-1,60184,16284
2196,-1,60520,16333
2197,-1,59595,16485
2198,-1,60571,16326
2199,-1,60995,16375
2200,-1,61948,16337
2201,-1,60610,16485
2202,-1,60852,16333
2203,-1,61502,16371
2204,-1,61110,16382
2205,-1,62602,16434
2206,-1,63095,16428
2207,-1,61596,16468
2208,-1,60543,16513
2209,-1,61422,16576
2210,-1,60939,16627
2211,-1,61062,16589
2212,-1,60585,18575
2213,-1,62131,16555
2214,-1,61245,16643
2215,-1,61090,16637
2216,-1,61793,16620
2217,-1,62490,16726
2218,-1,61063,16592
2219,-1,62219,17096
2220,-1,61399,16788
2221,-1,62312,16639
2222,-1,62813,16648
2223,-1,62108,16665
2224,-1,61673,16746
2225,-1,62851,16741
2226,-1,62724,16697
2227,-1,61892,16846
2228,-1,62370,16921
2229,-1,62481,16970
2230,-1,62145,16737
2231,-1,64899,16765
2232,-1,62925,16820
2233,-1,63093,16860
2234,-1,63635,17132
2235,-1,62581,16990
2236,-1,62874,16967
2237,-1,63799,16978
2238,-1,62467,17007
2239,-1,62382,16949
2240,-1,62662,18256
2241,-1,84742,17023
2242,-1,62832,17002
2243,-1,63442,17122
2244,-1,63280,16987
2245,-1,63924,17044
2246,-1,63721,17050
2247,-1,63761,16973
2248,-1,63652,17126
2249,-1,65313,17061
2250,-1,63890,17123
2251,-1,63812,17093
2252,-1,63862,17057
2253,-1,63419,18372
2254,-1,64153,17102
2255,-1,66942,17297
2256,-1,63956,17211
2257,-1,63519,17193
2258,-1,64237,17288
2259,-1,64639,17285
2260,-1,63478,17307
2261,-1,67757,17264
2262,-1,63694,17279
2263,-1,67296,17355
2264,-1,64426,17276
2265,-1,63517,19377
2266,-1,64430,17416
2267,-1,66835,17372
2268,-1,64939,17393
2269,-1,65270,17406
2270,-1,65599,17400
2271,-1,64292,17409
2272,-1,64613,17460
2273,-1,66317,17495
2274,-1,64640,17500
2275,-1,64116,17572
2276,-1,64916,17470
2277,-1,64781,17531
2278,-1,63994,17587
2279,-1,68745,17602
2280,-1,66644,17725
2281,-1,65767,17517
2282,-1,65993,17642
2283,-1,65077,17547
2284,-1,64866,19509
2285,-1,65881,17656
2286,-1,65244,17700
2287,-1,65066,17730
2288,-1,66046,17725
2289,-1,64985,17812
2290,-1,65720,19035
2291,-1,65457,17674
2292,-1,65421,17877
2293,-1,65251,17767
2294,-1,66342,17767
2295,-1,65484,17862
2296,-1,68596,17838
2297,-1,66135,17808
2298,-1,65786,17897
2299,-1,66059,17993
2300,-1,65926,19094
2301,-1,65947,18031
2302,-1,69172,18007
2303,-1,66307,17900
2304,-1,65902,18099
2305,-1,66554,18158
2306,-1,65956,17980
2307,-1,66272,18050
2308,-1,70706,18030
2309,-1,67118,18012
2310,-1,66486,18041
2311,-1,67304,18075
2312,-1,68752,18103
2313,-1,66884,20877
2314,-1,67653,18071
2315,-1,67318,18202
2316,-1,67140,18164
2317,-1,67367,18139
2318,-1,67077,18157
2319,-1,70750,18174
2320,-1,69640,18207
2321,-1,67017,18215
2322,-1,67611,18163
2323,-1,67212,18267
2324,-1,69483,18318
2325,-1,70508,18304
2326,-1,67731,18248
2327,-1,68391,18318
2328,-1,68063,18229
2329,-1,68351,18252
2330,-1,68261,19529
2331,-1,68244,18362
2332,-1,67185,18375
2333,-1,68351,18395
2334,-1,67959,18365
2335,-1,68527,24032
2336,-1,91303,26493
2337,-1,99877,27088
2338,-1,100068,29108
2339,-1,84041,19366
2340,-1,79530,18547
2341,-1,69026,18520
2342,-1,69074,18675
2343,-1,98715,20029
2344,-1,77512,18489
2345,-1,82087,18719
2346,-1,77530,18603
2347,-1,69814,18736
2348,-1,69310,18647
2349,-1,68123,19198
2350,-1,75755,28148
2351,-1,86514,18929
2352,-1,123244,19514
2353,-1,77363,23208
2354,-1,86691,24274
2355,-1,102454,34941
2356,-1,99195,18837
2357,-1,74676,18823
2358,-1,93803,30894
2359,-1,87953,18860
2360,-1,75836,18790
2361,-1,73168,22273
2362,-1,70157,18844
2363,-1,69610,22605
2364,-1,74484,18778
2365,-1,78062,24768
2366,-1,91704,27662
2367,-1,75796,25341
2368,-1,80913,25272
2369,-1,82163,18879
2370,-1,71338,18996
2371,-1,69761,18993
2372,-1,69581,19639
2373,-1,85141,19222
2374,-1,72380,19061
2375,-1,70519,18965
2376,-1,70343,19050
2377,-1,70092,19162
2378,-1,70409,19090
2379,-1,71198,23382
2380,-1,70212,19187
2381,-1,79180,21226
2382,-1,92015,19184
2383,-1,70706,19207
2384,-1,71049,19247
2385,-1,89509,25179
2386,-1,95368,31235
2387,-1,82915,28467
2388,-1,80675,19549
2389,-1,83255,20149
2390,-1,85309,20060
2391,-1,72887,19269
2392,-1,71292,20058
2393,-1,73580,19311
2394,-1,73832,19384
2395,-1,72616,19377
2396,-1,72750,19405
2397,-1,72372,19368
2398,-1,71730,19368
2399,-1,72382,22943
2400,-1,73476,19446
2401,-1,72170,19408
2402,-1,71902,19508
2403,-1,72740,19500
2404,-1,73140,19562
2405,-1,74239,19598
2406,-1,71968,19447
2407,-1,72233,19643
2408,-1,73073,19644
2409,-1,72280,19698
2410,-1,77705,19642
2411,-1,73670,19533
2412,-1,71987,19605
2413,-1,72417,19697
2414,-1,74224,19569
2415,-1,76926,19665
2416,-1,72656,19717
2417,-1,73050,19633
2418,-1,72683,19804
2419,-1,72379,19759
2420,-1,72301,23205
2421,-1,72715,19953
2422,-1,72974,19846
2423,-1,73494,19952
2424,-1,73712,19893
2425,-1,73083,19896
2426,-1,73821,20060
2427,-1,73820,19932
2428,-1,73260,19861
2429,-1,73431,19936
2430,-1,72979,20228
2431,-1,74359,19947
2432,-1,75256,19966
2433,-1,74092,19987
2434,-1,74050,21315
2435,-1,73833,20084
2436,-1,78173,20060
2437,-1,74951,19986
2438,-1,75552,20074
2439,-1,83653,20112
2440,-1,74341,20024
2441,-1,77927,20032
2442,-1,74864,22533
2443,-1,75271,20115
2444,-1,75879,20278
2445,-1,74385,20305
2446,-1,83925,20257
2447,-1,79795,20248
2448,-1,76086,20250
2449,-1,76316,20305
2450,-1,75785,20309
2451,-1,75984,20432
2452,-1,75283,20296
2453,-1,75911,20310
2454,-1,75482,20396
2455,-1,76027,20411
2456,-1,78270,20541
2457,-1,76529,20379
2458,-1,75942,20418
2459,-1,76537,20445
2460,-1,77528,20457
2461,-1,75447,21928
2462,-1,75806,20530
2463,-1,76269,20462
2464,-1,76597,20579
2465,-1,77767,20530
2466,-1,75730,23960
